"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016791","phosphatase activity","35/2017","263/28407",0.000253358928268903,0.00259978215584036,0.00172269655352113,"Phlpp1/Ptpn14/Cdc25b/Ppp1r3d/Atp1a1/Bpnt2/Ptprd/Eya3/Alpl/Ssu72/Ppp1cc/Ptprz1/Ptpro/Ptprh/Inppl1/Ppp1ccb/Ppp4c/Dusp8/Plpp5/Mtmr2/Plppr2/Cdc25a/Tns3/Ppp2ca/Inpp5k/Ssh2/Dusp14/Ppm1e/Mtmr4/Ptk2/Ptp4a3/Ppm1f/Synj2/Ppp2r1a/Ssh3",35
"GO:0022839","monoatomic ion gated channel activity","40/2017","315/28407",0.000261108194561741,0.00265537708576627,0.00175953548402977,"Cacna1e/Kcnj10/Kcnk2/Clic3/Kcnj3/Scn3a/Itgav/Kcna4/Snap25/Kcnq2/Pex5l/Gria2/Glrb/Chrnb2/Kcna2/Kcnc4/Grin3a/Cacna2d1/Gabrg1/Pkd2/Kcnd2/Itpr1/Cacna2d4/Grin2d/Kcng4/Grik4/Kcnip1/Gabrb2/Gria1/Asic2/Cacnb1/Kcnj16/Kcnf1/Ryr2/Hcn1/Cacna2d3/Kcnq3/Kcnk9/Scn8a/Kcnip2",40
"GO:0016829","lyase activity","28/2017","195/28407",0.000292654082878916,0.00289535754868357,0.00191855400619761,"Uxs1/Gad2/Car2/Gucy1b1/Npr2/Aldoart1/Eno1/Park7/Ggcx/Eno2/Tpi1/Tsen34/Rps3/Aldoa/Amd2/Amd1/Sgpl1/Ilvbl/Adcy1/Srr/Aldoart2/Adcy8/Adcy6/Adcy9/Adcy5/Fahd1/Eno1b/Me2",28
"GO:0043021","ribonucleoprotein complex binding","28/2017","195/28407",0.000292654082878916,0.00289535754868357,0.00191855400619761,"Snrpe/Sec61a2/Hspa5/Mrrf/Secisbp2l/Itch/Rbm39/Rpn2/Naa15/Srp72/Snd1/Eif4a3l2/Ybx3/Snrpa/Eif3c/Rplp2/Ifrd2/Nopchap1/Cpeb4/Rack1/Eif5a/Gtpbp4/Ttc5/Mettl17/Hnrnpc/Zfp622/Snrpd1/Fmr1",28
"GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding","11/2017","46/28407",0.000294873990910706,0.00289535754868357,0.00191855400619761,"Plekhb2/Arap2/Hip1r/Adap1/Gab2/Inppl1/Arhgap9/Akt1/Hcn1/Myo10/Asap1",11
"GO:0060590","ATPase regulator activity","11/2017","46/28407",0.000294873990910706,0.00289535754868357,0.00191855400619761,"Hspa4l/Dnaja1/Hsph1/Hspbp1/Rab3a/Hyou1/Atp1b3/Ahsa1/Bag5/Nkrf/Atp6ap1",11
"GO:0031489","myosin V binding","7/2017","20/28407",0.000305926506134002,0.002952968563446,0.00195672885725316,"Rab14/Rab3a/Rab3d/Gria1/Taok1/Rab10/Rab11b",7
"GO:0035615","clathrin adaptor activity","7/2017","20/28407",0.000305926506134002,0.002952968563446,0.00195672885725316,"Hip1r/Ap1s1/Epn1/Ap2s1/Ap2a1/Arrb1/Ap2m1",7
"GO:0050780","dopamine receptor binding","8/2017","26/28407",0.00031225910941764,0.00298876576156884,0.00198044919462581,"Dnm1/Gnai1/Grk3/Atp1a3/Vps35/Palm/Nsf/Nherf1",8
"GO:0031698","beta-2 adrenergic receptor binding","5/2017","10/28407",0.000334317140176654,0.00312120674312466,0.00206820871015238,"Nedd4/Ppp2ca/Gria1/Nherf1/Akap5",5
"GO:0045159","myosin II binding","5/2017","10/28407",0.000334317140176654,0.00312120674312466,0.00206820871015238,"Limch1/Stxbp5/Llgl1/Nherf1/Stxbp5l",5
"GO:1990948","ubiquitin ligase inhibitor activity","5/2017","10/28407",0.000334317140176654,0.00312120674312466,0.00206820871015238,"Rps20/Rpl11/Rpl37rt/Rps7/Rpl37",5
"GO:0022836","gated channel activity","40/2017","320/28407",0.000361258751592577,0.00334236429481046,0.0022147545856283,"Cacna1e/Kcnj10/Kcnk2/Clic3/Kcnj3/Scn3a/Itgav/Kcna4/Snap25/Kcnq2/Pex5l/Gria2/Glrb/Chrnb2/Kcna2/Kcnc4/Grin3a/Cacna2d1/Gabrg1/Pkd2/Kcnd2/Itpr1/Cacna2d4/Grin2d/Kcng4/Grik4/Kcnip1/Gabrb2/Gria1/Asic2/Cacnb1/Kcnj16/Kcnf1/Ryr2/Hcn1/Cacna2d3/Kcnq3/Kcnk9/Scn8a/Kcnip2",40
"GO:0070325","lipoprotein particle receptor binding","9/2017","33/28407",0.000363874602771288,0.00334236429481046,0.0022147545856283,"Lancl1/Dnaja1/Lrpap1/Ap2a1/Syt1/Cltc/Ap2m1/App/Nherf2",9
"GO:0005267","potassium channel activity","20/2017","122/28407",0.000370155831235363,0.00337285993421663,0.00223496194522742,"Kcnj10/Kcnk2/Kcnj3/Kcna4/Snap25/Kcnq2/Gria2/Kcna2/Kcnc4/Pkd2/Kcnd2/Kcng4/Grik4/Kcnip1/Kcnj16/Kcnf1/Hcn1/Kcnq3/Kcnk9/Kcnip2",20
"GO:0043621","protein self-association","16/2017","87/28407",0.000374627989203643,0.00338651809288055,0.00224401226615716,"Ahcy/Abcd3/Elp1/Trim32/Eml2/Svip/Plscr3/Crk/Nherf1/Ryr2/Atxn1/Tdg-ps/Shank3/Malt1/Tcf4/Zfyve27",16
"GO:0044183","protein folding chaperone","12/2017","55/28407",0.000395914224517821,0.0035507582813055,0.00235284292564673,"Hspa5/Hspa4l/Cct3/Hsph1/Hspa8/Hyou1/Cct2/Hsp90aa1/Cct8/Hspa1b/Hspa1a/Hsp90ab1",12
"GO:0001098","basal transcription machinery binding","13/2017","63/28407",0.000410387144283832,0.00359562274876373,0.00238257151782597,"Smyd3/Rprd2/Gtf2b/Znhit6/Pcf11/Ctr9/Gtf2a2/Leo1/Supt4a/Ercc4/Brd4/Taf7/Tcf4",13
"GO:0001099","basal RNA polymerase II transcription machinery binding","13/2017","63/28407",0.000410387144283832,0.00359562274876373,0.00238257151782597,"Smyd3/Rprd2/Gtf2b/Znhit6/Pcf11/Ctr9/Gtf2a2/Leo1/Supt4a/Ercc4/Brd4/Taf7/Tcf4",13
"GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","13/2017","63/28407",0.000410387144283832,0.00359562274876373,0.00238257151782597,"Prdx6/Gstp-ps/Cat/Selenof/Sesn2/Park7/Prxl2b/Mgst1/Hbb-bs/Sesn1/Hba-a2/Gstp1/Prdx5",13
"GO:0140312","cargo adaptor activity","7/2017","21/28407",0.000430874903587039,0.00374630927622624,0.00248242109981444,"Hip1r/Ap1s1/Epn1/Ap2s1/Ap2a1/Arrb1/Ap2m1",7
"GO:0005249","voltage-gated potassium channel activity","17/2017","97/28407",0.000449452257888634,0.00387822819496329,0.00256983468027233,"Kcnj10/Kcnk2/Kcnj3/Kcna4/Snap25/Kcnq2/Kcna2/Kcnc4/Pkd2/Kcnd2/Kcng4/Kcnj16/Kcnf1/Hcn1/Kcnq3/Kcnk9/Kcnip2",17
"GO:0008200","ion channel inhibitor activity","9/2017","34/28407",0.000463937694429621,0.00394347040265178,0.00261306619721947,"Kcnk2/Ensa/Itpr1/Nedd4/Stx7/Rack1/Wnk2/Lynx1/Calm2",9
"GO:0015036","disulfide oxidoreductase activity","9/2017","34/28407",0.000463937694429621,0.00394347040265178,0.00261306619721947,"Tmx2/Pdia3/Gsr/Nxn/P4hb/Pdia6/Ero1a/Tmx3/Pgk1",9
"GO:0045182","translation regulator activity","22/2017","144/28407",0.000532552524517324,0.00449316537352024,0.00297731118969919,"Eef1b2/Nhlrc3/Abtb1/Samd4b/Trim3/Eif3f/Eif3c/Eef1a1/Ifrd2/Trim71/Tsfm/Cpeb4/Rack1/Fxr2/Eif4a1/Eif5a/Samd4/Eif3h/Eif3d/Eif4g1/Fmr1/Rpl10",22
"GO:0043548","phosphatidylinositol 3-kinase binding","10/2017","42/28407",0.000572131942420534,0.00476283070497414,0.00315599982945932,"Irs1/Atp1a1/Calm3/Axl/Igf1r/Xbp1/Becn1/Pik3r1/Ptk2/Calm2",10
"GO:0004143","ATP-dependent diacylglycerol kinase activity","5/2017","11/28407",0.000577059383043399,0.00476283070497414,0.00315599982945932,"Dgkd/Dgkz/Dgki/Dgka/Dgkh",5
"GO:0005388","P-type calcium transporter activity","5/2017","11/28407",0.000577059383043399,0.00476283070497414,0.00315599982945932,"Atp2a2/Atp2c1/Atp2b1/Atp2a3/Atp13a4",5
"GO:0120283","protein serine/threonine kinase binding","7/2017","22/28407",0.000593416103604999,0.00486259670507981,0.00322210788553415,"Dnm1/Map3k7/Cltc/Nsf/Akt1/Mapk8/Xiap",7
"GO:0051117","ATPase binding","17/2017","100/28407",0.000646339271497955,0.00522113780309341,0.00345968837375165,"Ralb/Nsfl1c/S100a1/Ank2/Znhit6/Pkd2/Nos1/Atp6v1e1/Pex26/Svip/Brsk2/Rab3a/Atp1b3/Pik3r1/Snu13/Sdf2l1/Usp25",17
"GO:0101005","deubiquitinase activity","17/2017","100/28407",0.000646339271497955,0.00522113780309341,0.00345968837375165,"Usp40/Desi2/Usp20/Usp24/Usp46/Usp5/Josd2/Eif3f/Otud4/Usp4/Senp3/Usp36/Bap1/Eif3h/Usp7/Usp25/Otub1",17
"GO:0004402","histone acetyltransferase activity","10/2017","43/28407",0.000698580052218793,0.00560022391112045,0.0037108826249003,"Gtf3c4/Mettl8/Hat1/Atf2/Gtf2b/Clock/Ing4/Kat8/Kat6a/Tada2a",10
"GO:0046966","nuclear thyroid hormone receptor binding","8/2017","29/28407",0.000708434548412969,0.00560022391112045,0.0037108826249003,"Gtf2b/Thrap3/Gtf2h1/Tacc1/Med17/Prmt2/Taf7/Med12",8
"GO:0004725","protein tyrosine phosphatase activity","16/2017","92/28407",0.000712934562873104,0.00560022391112045,0.0037108826249003,"Ptpn14/Cdc25b/Ptprd/Eya3/Ptprz1/Ptpro/Ptprh/Dusp8/Cdc25a/Ppp2ca/Ssh2/Dusp14/Mtmr4/Ptk2/Ptp4a3/Ssh3",16
"GO:0048306","calcium-dependent protein binding","16/2017","92/28407",0.000712934562873104,0.00560022391112045,0.0037108826249003,"Snap25/S100a1/S100a16/Lrp8/Cabp1/Nos1/Syn2/Calm3/Myo5a/S100b/Syt1/Vamp2/Plscr3/Calm2/Nrxn1/Rbm22",16
"GO:0016248","channel inhibitor activity","9/2017","36/28407",0.000731991757336373,0.00571053843565842,0.00378398046150093,"Kcnk2/Ensa/Itpr1/Nedd4/Stx7/Rack1/Wnk2/Lynx1/Calm2",9
"GO:0005159","insulin-like growth factor receptor binding","6/2017","17/28407",0.000794793464221571,0.00615829765815217,0.00408067965518701,"Irs1/Creg1/Ywhag/Arrb1/Crk/Pik3r1",6
"GO:0004843","cysteine-type deubiquitinase activity","16/2017","93/28407",0.000805252912935695,0.00619718289076863,0.00410644622030508,"Usp40/Desi2/Usp20/Usp24/Usp46/Usp5/Josd2/Eif3f/Otud4/Usp4/Senp3/Usp36/Bap1/Usp7/Usp25/Otub1",16
"GO:0004857","enzyme inhibitor activity","47/2017","410/28407",0.000826511594401044,0.00631809869813952,0.00418656879678946,"Serpinc1/Dgkz/Thbs1/Phactr3/Pkia/Lxn/Ensa/Gbp5/Rps20/Rpl11/Ski/Rpl37rt/Dynll1/Lmtk2/Ptn/Dgki/Clstn3/Gapdh/Akt1s1/Serpinh1/Cdkn1c/Cdkn2d/Oaz1/Apba3/Timp3/Rack1/Prkar1a/Rps7/Gskip/Akt1/Phactr1/Spock1/Gapdhrt/Sh3bp5/Hnrnpc/Dnajc3/Rpl37/Mcrs1/Ppp1r1a/Camk2n2/App/Pi16/Pot1b/Crim1/Bin1/Otub1/Gapdh-ps15",47
"GO:0051015","actin filament binding","29/2017","219/28407",0.00088720591533412,0.00673685025043708,0.00446404660557589,"Rcsd1/Nebl/Sptan1/Fmnl2/Itprid2/Vps16/Hip1r/Ctnna2/Myo7a/Cttn/Cotl1/Myo5a/Myo6/Syne1/Marcks/Actr2/Sptbn1/Myh10/Myo18a/Clmn/Tpm3-rs7/Myo10/Twf1/Tagln3/Bin1/Add3/Ablim1/Shtn1/Shroom2",29
"GO:0016830","carbon-carbon lyase activity","11/2017","52/28407",0.000901042559916586,0.00676147534196291,0.00448036395747646,"Uxs1/Gad2/Aldoart1/Ggcx/Aldoa/Amd2/Amd1/Sgpl1/Aldoart2/Fahd1/Me2",11
"GO:0055106","ubiquitin-protein transferase regulator activity","8/2017","30/28407",0.000906454121731824,0.00676147534196291,0.00448036395747646,"Fbxw7/Rps20/Rpl11/Rpl37rt/Rps7/Rpl37/Ring1/Otub1",8
"GO:0016706","2-oxoglutarate-dependent dioxygenase activity","12/2017","60/28407",0.000908257881756212,0.00676147534196291,0.00448036395747646,"Phyh/Asph/Kdm4c/P3h3/Ogfod1/Egln1/Alkbh8/Kdm6b/P4hb/Hif1an/Phf8/Kdm5c",12
"GO:0050815","phosphoserine residue binding","5/2017","12/28407",0.000931483671644198,0.00688935001300481,0.00456509769356726,"Ywhag/Nedd4/Leo1/Ywhae/Ywhaz",5
"GO:0015081","sodium ion transmembrane transporter activity","23/2017","160/28407",0.000958034513668788,0.00704000845850806,0.00466492866757569,"Slc41a1/Atp1a4/Scn3a/Slc20a1/Slc23a2/Slc24a3/Gria2/Atp1a1/Slc4a4/Pkd2/Slc6a11/Slc6a1/Atp1a3/Grik4/Atp1b3/Slc38a3/Asic2/Hcn1/Slc4a7/Slc4a8/Scn8a/Slc12a2/Slc9a6",23
"GO:0003714","transcription corepressor activity","27/2017","200/28407",0.000978305403879333,0.00714288368601641,0.00473309699447694,"Bend6/Fhl2/Hdac4/Eid1/Pbxip1/Dmap1/Eno1/Ski/Noc2l/Ctbp1/Ddx54/Hipk2/Setd5/Atf7ip/Wtip/Ccnd1/Hsbp1/Tcf25/Tle3/Mlip/Pa2g4/Hdac5/Nipbl/Hspa1a/Eno1b/Tcf4/Tbl1x",27
"GO:0042393","histone binding","36/2017","294/28407",0.00100618413287247,0.00729964157542515,0.0048369696498127,"Hdac4/Hat1/L3mbtl1/Pygo2/Vps72/Rnf20/Kdm4c/Scmh1/Noc2l/Kmt2e/Sbno1/Zcwpw1/Mcm2/Setd5/Ptms/Ing4/Apbb1/Anp32a/L3mbtl3/Tspyl1/Tspyl4/Yeats4/Smarcc2/Anp32-ps/Chd3/Mllt6/Bptf/Chd8/Kmt2d/Rnf168/Brd4/Taf7/Smarca2/Fmr1/Tbl1x/Phf8",36
"GO:0140313","molecular sequestering activity","10/2017","45/28407",0.00102078106350034,0.00735866855270183,0.0048760827616905,"Sesn2/Insig1/Ywhag/Hspbp1/Epn1/Upf3a/Ywhae/Nfkbia/Ywhaz/Wdr44",10
"GO:0004601","peroxidase activity","12/2017","61/28407",0.00105869739433592,0.00751422081482938,0.00497915653087442,"Prdx6/Gstp-ps/Cat/Selenof/Sesn2/Park7/Prxl2b/Mgst1/Hbb-bs/Hba-a2/Gstp1/Prdx5",12
"GO:0005548","phospholipid transporter activity","12/2017","61/28407",0.00105869739433592,0.00751422081482938,0.00497915653087442,"Prelid3b/Scp2/Cptp/Pitpnb/Atp11a/Tnfaip8l3/Plscr3/Pitpna/Pitpnc1/Prelid1/Abcg1/Pitpnm1",12
"GO:0070182","DNA polymerase binding","7/2017","24/28407",0.0010621506156168,0.00751422081482938,0.00497915653087442,"Hnrnpa2b1/Ptges3-ps/Ptges3/Nabp2/Cdk2ap1rt/Hsp90aa1/Hsp90ab1",7
"GO:0031369","translation initiation factor binding","9/2017","38/28407",0.00111442408355959,0.00783287605298351,0.00519030740722626,"Rps3a1/Syt11/Trim32/Rps19/Eif3f/Eif3c/Rps24/Eif4g1/Fmr1",9
"GO:0043295","glutathione binding","6/2017","18/28407",0.00112094714366665,0.00783287605298351,0.00519030740722626,"Lancl1/Gss/Gstm5/Gstm6/Mgst1/Gsr",6
"GO:0016853","isomerase activity","24/2017","172/28407",0.0011488012327774,0.00797856465935038,0.00528684521117714,"Dsel/Pdia3/Fkbp1a/Top1/Cyp2j9/Ptges3-ps/Tpi1/Fkbp4/Fuom/Nktr/Dse/Pbld1/Ptges3/Ppia/Srr/P4hb/Pdia6/Top2b/Creld2/Fkbp5/Tmx3/Pgam1/Trub1/Dkc1",24
"GO:0005048","signal sequence binding","10/2017","46/28407",0.00122242191699746,0.00838758170759098,0.00555787263466821,"Sec61a2/Srp14/Pex5l/Kpna6/Cabp1/Tnpo2/Pex13/Kpnb1/Nfkbia/Ap2m1",10
"GO:0061733","peptide-lysine-N-acetyltransferase activity","10/2017","46/28407",0.00122242191699746,0.00838758170759098,0.00555787263466821,"Gtf3c4/Mettl8/Hat1/Atf2/Gtf2b/Clock/Ing4/Kat8/Kat6a/Tada2a",10
"GO:0016874","ligase activity","23/2017","163/28407",0.00123642248292867,0.00843284555722009,0.0055878658699014,"Acsl3/Atp5f1c/Acss1/Itch/Gss/Atp5f1e/Mccc1/Rtca/Atp5me/Atp5mf/Suclg2/Sae1/Acsbg1/Pccb/Qrsl1/Mars1/Acsl6/Pfas/Aarsd1/Atp6v1a/Gart/Vars2/Hars2",23
"GO:0015085","calcium ion transmembrane transporter activity","20/2017","134/28407",0.00125184451514161,0.00848720775444221,0.00562388795336173,"Cacna1e/Itgav/Slc24a3/Grin3a/Cacna2d1/Pkd2/Atp2a2/Orai2/Trpv6/Itpr1/Cacna2d4/Grin2d/Gpm6a/Atp2c1/Atp2b1/Atp2a3/Cacnb1/Ryr2/Cacna2d3/Atp13a4",20
"GO:0001727","lipid kinase activity","9/2017","39/28407",0.00135859573073891,0.0091564528835007,0.00606735060068389,"Pikfyve/Dgkd/Dgkz/Dgki/Pik3cb/Ipmk/Dgka/Pik3r1/Dgkh",9
"GO:0016849","phosphorus-oxygen lyase activity","7/2017","25/28407",0.00138558860023471,0.00917549660271705,0.00607996956161742,"Gucy1b1/Npr2/Adcy1/Adcy8/Adcy6/Adcy9/Adcy5",7
"GO:0031420","alkali metal ion binding","7/2017","25/28407",0.00138558860023471,0.00917549660271705,0.00607996956161742,"Hdac4/Scn3a/Kcna4/Atp1a1/Pkm/Tdg-ps/Scn8a",7
"GO:0140311","protein sequestering activity","7/2017","25/28407",0.00138558860023471,0.00917549660271705,0.00607996956161742,"Sesn2/Insig1/Ywhag/Upf3a/Ywhae/Nfkbia/Ywhaz",7
"GO:0015631","tubulin binding","44/2017","387/28407",0.0013987543891383,0.00920914016895098,0.00610226283548621,"Map4k4/Map2/Kif21b/Cep350/Fmn2/Pdcd5-ps/Golga2/Dnm1/Rmdn3/Tubgcp4/Dclk2/Syt11/Trim46/Mast2/Clip1/Hsph1/Dctn1/Rab11fip5/Gapdh/Eml2/Rps3/Haus8/Map1lc3b/Cep70/Gja1/Apc2/Nav3/Kif3a/Kif1c/Taok1/Spag5/Eml1/Klc1/Tbce/Tbca/Gapdhrt/Ccser2/Kifc2/Opa1/Kif5b/Fgf13/Fmr1/Haus7/Emd",44
"GO:0097157","pre-mRNA intronic binding","5/2017","13/28407",0.00142544965189538,0.00927764087719337,0.00614765353629467,"Elavl4/Hnrnpa2b1/Hnrnpl/Prpf8/Sox9",5
"GO:0140410","monoatomic cation:bicarbonate symporter activity","5/2017","13/28407",0.00142544965189538,0.00927764087719337,0.00614765353629467,"Slc39a10/Slc4a4/Slc4a7/Slc4a8/Slc39a6",5
"GO:0140097","catalytic activity, acting on DNA","30/2017","237/28407",0.00151189159126649,0.00978434387757119,0.0064834107113521,"Dclre1c/Top1/Vps72/Rfc1/Ep400/Rfc2/Ptges3-ps/Mcm2/Recql/Pold1/Rps3/Slx1b/Mau2/Chd9/Rexo2/Rad54l2/Dhx30/Ptges3/Chd3/Bptf/Pld4/Top2b/Chd8/Nipbl/Tatdn1/Tdg-ps/Ercc4/Chtf18/Smarca2/Dkc1",30
"GO:0008017","microtubule binding","33/2017","269/28407",0.00154318105496938,0.00993041368141314,0.00658020110861164,"Map4k4/Map2/Kif21b/Cep350/Fmn2/Golga2/Dnm1/Rmdn3/Tubgcp4/Dclk2/Trim46/Mast2/Clip1/Dctn1/Gapdh/Eml2/Rps3/Haus8/Map1lc3b/Apc2/Nav3/Kif3a/Kif1c/Spag5/Eml1/Gapdhrt/Ccser2/Kifc2/Opa1/Kif5b/Fgf13/Fmr1/Haus7",33
"GO:0008276","protein methyltransferase activity","15/2017","90/28407",0.00161190371909751,0.0103143726744498,0.00683462428499656,"Smyd3/Setd1b/Smyd5/Setd5/Prmt8/Lcmt1/Prmt2/Dot1l/Atpsckmt/Kmt2d/Mettl22/N6amt1/Setd4/Antkmt/Fam98a",15
"GO:0015035","protein-disulfide reductase activity","7/2017","26/28407",0.00178102578106205,0.0113328958917859,0.00750952946204934,"Pdia3/Nxn/P4hb/Pdia6/Ero1a/Tmx3/Pgk1",7
"GO:0050660","flavin adenine dinucleotide binding","15/2017","91/28407",0.00180574145335062,0.0114263306409242,0.00757144223422454,"Aox1/Agps/Ivd/Mthfr/Nos3/Nos1/Acadsb/Gsr/Ldhd/Mical1/Ilvbl/Ero1a/Sqle/Aifm3/Aifm1",15
"GO:1902936","phosphatidylinositol bisphosphate binding","18/2017","120/28407",0.00202044214528147,0.0127142740523514,0.00842487361539294,"Amer3/Pfn2/Atp13a2/Exoc1/Hip1r/Syt5/Plcd1/Clvs2/Syt1/Wipi1/Exoc7/Wdr45b/Snx18/Hcn1/Amer2/Asap1/Twf1/Apba1",18
"GO:0034185","apolipoprotein binding","6/2017","20/28407",0.0020696809360193,0.0129276312686028,0.00856625074588807,"Lrp4/Lrp8/Scarb1/Lrp1/App/Trem2",6
"GO:0000774","adenyl-nucleotide exchange factor activity","5/2017","14/28407",0.00208839697403241,0.0129276312686028,0.00856625074588807,"Hspa4l/Hsph1/Hspbp1/Hyou1/Bag5",5
"GO:0016594","glycine binding","5/2017","14/28407",0.00208839697403241,0.0129276312686028,0.00856625074588807,"Gss/Glrb/Grin3a/Cep104/Srr",5
"GO:0030371","translation repressor activity","8/2017","34/28407",0.00218116317962024,0.013428891143716,0.00889840113677221,"Nhlrc3/Samd4b/Trim3/Ifrd2/Trim71/Cpeb4/Samd4/Fmr1",8
"GO:0005158","insulin receptor binding","7/2017","27/28407",0.00225868675369434,0.0138314204970852,0.0091651296117648,"Lmbrd1/Irs1/Igf1r/Grb10/Pik3r1/App/Sorbs1",7
"GO:0043531","ADP binding","9/2017","42/28407",0.00235833743765342,0.0143644189384344,0.00951831096424148,"Atp1a1/Myo7a/Hspa8/Pkm/Myh10/Myo18a/Glud1/Abcg1/Pgk1",9
"GO:0019207","kinase regulator activity","32/2017","266/28407",0.00245885595114628,0.0148970049380618,0.00987121901999933,"Irs1/Abi1/Pkia/Ccni/Calm3/Akt1s1/Pde8a/Gprc5b/Cdkn1c/Ccnd1/Gas6/Cdkn2d/Erbb3/Rack1/Taok1/Prkar1a/Gskip/Akt1/Ccnh/Pik3r1/Parp8/Sh3bp5/Dnajc3/Map3k12/Camk2n2/Itsn1/Hsp90ab1/Trem2/Calm2/Malt1/Gstp1/Fgf13",32
"GO:0042826","histone deacetylase binding","20/2017","143/28407",0.00276043339151667,0.0165871312163121,0.0109911492833933,"Hdac4/Nacc2/Traf6/Mef2d/Sfpq/Cebpa/Mef2a/Ccnd1/Xbp1/Ywhae/Sp2/Hdac5/Hsp90aa1/Mapk8/Nipbl/Sik1/Hspa1b/Hspa1a/Hsp90ab1/Srf",20
"GO:0005178","integrin binding","21/2017","153/28407",0.00276694901764644,0.0165871312163121,0.0109911492833933,"Itgav/Thbs1/Fbn1/Lama5/Vcam1/Isg15/Ptprz1/Ptn/Mfge8/Cd81/Calr/Cx3cl1/Sema7a/Utrn/Ccn2/Ppia/P4hb/Ptk2/Itgb5/App/Fgf1",21
"GO:0016597","amino acid binding","12/2017","68/28407",0.0027956731925847,0.0166244690639681,0.0110158905030869,"Gad2/Gss/Glrb/Ddah1/Grin3a/Sesn2/Cep104/Nos3/Grin2d/Sesn1/Srr/Glud1",12
"GO:0019783","ubiquitin-like protein peptidase activity","17/2017","114/28407",0.00282469367367737,0.0166244690639681,0.0110158905030869,"Usp40/Desi2/Usp20/Usp24/Usp46/Usp5/Josd2/Eif3f/Otud4/Usp4/Senp3/Usp36/Bap1/Eif3h/Usp7/Usp25/Otub1",17
"GO:0008266","poly(U) RNA binding","7/2017","28/28407",0.00282932643271792,0.0166244690639681,0.0110158905030869,"Msi1/Msi2/Rps7/Atxn1/Hnrnpc/Mcrs1/Fmr1",7
"GO:0008081","phosphoric diester hydrolase activity","14/2017","86/28407",0.00284615580989797,0.0166244690639681,0.0110158905030869,"Gpcpd1/Plcb4/Plch2/Gnb1/Pde8a/Smpd1/Pde3b/Plcd1/Smpd2/Smpdl3a/Gdpd1/Pld4/Gpld1/Gnaq",14
"GO:0019888","protein phosphatase regulator activity","14/2017","86/28407",0.00284615580989797,0.0166244690639681,0.0110158905030869,"Phactr3/Ensa/Ppp2r2c/Lmtk2/Ptn/Ppp4r2/Wbp11/Ppp6r1/Calm3/Ppp2r3a/Phactr1/Ppp1r1a/Ppp2r1a/Calm2",14
"GO:0034236","protein kinase A catalytic subunit binding","5/2017","15/28407",0.00295075384464894,0.016974286005329,0.0112476900936379,"Pkia/Rab13/Prkar1a/Sox9/Ryr2",5
"GO:0035256","G protein-coupled glutamate receptor binding","5/2017","15/28407",0.00295075384464894,0.016974286005329,0.0112476900936379,"Cabp1/Calm3/Homer3/Nherf1/Calm2",5
"GO:0140939","histone H4 methyltransferase activity","5/2017","15/28407",0.00295075384464894,0.016974286005329,0.0112476900936379,"Smyd3/Smyd5/Prmt8/N6amt1/Setd4",5
"GO:0004620","phospholipase activity","15/2017","96/28407",0.00308976291089115,0.017684622891985,0.0117183814181907,"Prdx6/Pla2g4b/Plcb4/Plch2/Smpd1/Plcd1/Smpd2/Smpdl3a/Gdpd1/Pld4/Gpld1/Abhd4/Pnpla3/Pla2g7/Abhd3",15
"GO:0016667","oxidoreductase activity, acting on a sulfur group of donors","10/2017","52/28407",0.00321846126146077,0.0182379471482777,0.0120850312881245,"Tmx2/Pdia3/Srxn1/Gsr/Nxn/P4hb/Pdia6/Ero1a/Tmx3/Pgk1",10
"GO:0034212","peptide N-acetyltransferase activity","10/2017","52/28407",0.00321846126146077,0.0182379471482777,0.0120850312881245,"Gtf3c4/Mettl8/Hat1/Atf2/Gtf2b/Clock/Ing4/Kat8/Kat6a/Tada2a",10
"GO:0017069","snRNA binding","9/2017","44/28407",0.00329924237301639,0.0186031537765627,0.0123270285641102,"Ro60/Larp7/Snrpa/Snrpa1/Sf3b3/Eif5a/Prpf8/Snu13/Rbm22",9
"GO:0031406","carboxylic acid binding","27/2017","218/28407",0.00342916653613275,0.0192404959835232,0.0127493513425314,"Gstp-ps/Phyh/Gad2/Gss/Fabp5/Glrb/Ddah1/Grin3a/Scp2/Fabp3/Sesn2/Cep104/Nos3/Ptn/P3h3/Mag/Grin2d/Ogfod1/Egln1/Sesn1/Ppia/Srr/Pitpna/Epdr1/Glud1/Gstp1/Hif1an",27
"GO:0015106","bicarbonate transmembrane transporter activity","7/2017","29/28407",0.00350415566863312,0.0195648691498683,0.0129642910960266,"Slc39a10/Slc4a3/Slc4a4/Slc26a4/Slc4a7/Slc4a8/Slc39a6",7
"GO:0048156","tau protein binding","6/2017","22/28407",0.00352462356601242,0.0195831523984788,0.0129764061454732,"Fkbp4/Apbb1/Ppp2ca/Hsp90aa1/Hsp90ab1/Bin1",6
"GO:0005391","P-type sodium:potassium-exchanging transporter activity","4/2017","10/28407",0.00375863481066197,0.020483660523177,0.0135731108498848,"Atp1a4/Atp1a1/Atp1a3/Atp1b3",4
