	JvRad_Rhipp_504	JvRad_Rhipp_503	JvRad_Rhipp_402	JvRad_Rhipp_401	JvRad_Rhipp_400	JvRad_Rhipp_203	JvRad_Rhipp_202	JvRad_Rhipp_201	JvRad_Rhipp_200
Clasrp	73	61	62	68	110	19	20	31	15
Relb	4	1	8	4	9	4	4	1	0
Clptm1	51	75	81	67	119	33	42	30	31
Apoc2	0	0	0	0	0	0	0	0	0
Apoc2l	0	0	0	0	0	0	0	0	0
Apoc4	1	2	4	3	4	2	4	0	2
Apoc1	1	3	2	0	1	0	0	0	0
Apoe	1038	1614	1600	1274	2143	370	762	532	444
Tomm40	25	30	19	23	44	10	13	6	15
Lncob1	0	0	0	0	0	0	0	0	0
Nectin2	2	2	7	3	5	0	1	1	1
Bcam	13	16	22	9	22	4	3	7	6
Gm45114	0	2	0	0	0	0	0	0	0
Gm26600	2	1	0	0	3	1	1	1	0
Cblc	0	0	0	0	0	1	0	0	0
Bcl3	0	0	0	1	0	0	0	0	0
Gm16175	0	0	0	0	0	0	0	0	0
Gm16174	0	0	0	0	0	0	0	0	0
Gm44658	0	0	0	0	0	0	0	0	0
Gm19345	1	0	0	0	0	1	0	0	0
Ceacam16	0	0	1	1	0	0	0	0	1
Gm44659	0	0	0	0	0	0	0	0	0
Ceacam19	1	0	1	1	0	0	0	2	0
Gm44660	3	1	2	0	1	1	0	2	0
Pvr	7	3	2	3	6	1	0	1	1
Gm16184	0	0	0	1	1	0	0	0	0
Gm16251	0	0	0	0	1	0	0	0	0
Igsf23	0	0	0	0	0	0	0	0	0
Gm44651	0	0	0	0	0	0	0	0	0
Rpl7a-ps8	2	3	3	1	2	0	0	1	1
Ceacam20	0	0	0	0	0	0	0	0	0
Nlrp9b	0	0	0	0	0	0	0	0	0
n-R5s152	0	0	0	0	0	0	0	0	0
Gm18877	0	0	0	0	0	0	0	0	0
Vmn1r91	0	0	0	0	0	0	0	0	0
Vmn1r240	0	0	0	0	0	0	0	0	0
Vmn1r93	0	0	0	0	0	0	0	0	0
Vmn1r94	0	0	0	0	0	0	0	0	0
Gm44598	0	0	0	0	0	0	0	0	0
Vmn1r95	0	0	0	0	0	0	0	0	0
Vmn1r241	0	0	0	0	0	0	0	0	0
Vmn1r242	0	0	0	0	0	0	0	0	0
Gm18049	0	0	0	0	0	0	0	0	0
Gm5890	0	0	0	0	0	0	0	0	0
Gm18455	0	0	0	0	0	0	0	0	0
Gm4501	0	0	0	0	0	0	0	0	0
Vmn1r243	0	0	0	0	0	0	0	0	0
Vmn1r-ps79	0	0	0	0	0	0	0	0	0
Vmn1r244	0	0	0	0	0	0	0	0	0
Vmn1r100	0	0	0	0	0	0	0	0	0
Vmn1r101	0	0	0	0	0	0	0	0	0
Gm10670	0	0	0	0	0	0	0	0	0
Vmn1r103	0	0	0	0	0	0	0	0	0
Vmn1r104	0	0	0	0	0	0	0	0	0
Vmn1r245	0	0	0	0	0	0	0	0	0
Vmn1r246	0	0	0	0	0	0	0	0	0
Gm4513	0	0	0	0	0	0	0	0	0
Gm8486	0	0	0	0	0	0	0	0	0
Vmn1r107	0	0	0	0	0	0	0	0	0
Vmn1r-ps71	0	0	0	0	0	0	0	0	0
Vmn1r111	0	0	0	0	0	0	0	0	0
Gm18052	0	0	0	0	0	0	0	0	0
Gm10668	0	0	0	0	0	0	0	0	0
Gm18458	0	0	0	0	0	0	0	0	0
Vmn1r112	0	0	0	0	0	0	0	0	0
Vmn1r113	0	0	0	0	0	0	0	0	0
Vmn1r114	0	0	0	0	0	0	0	0	0
Vmn1r115	0	0	0	0	0	0	0	0	0
Vmn1r116	0	0	0	0	0	0	0	0	0
Vmn1r117	0	0	0	0	0	0	0	0	0
Vmn1r118	0	0	0	0	0	0	0	0	0
Gm4526	0	0	0	0	0	0	0	0	0
Gm4528	0	0	0	0	0	0	0	0	0
Vmn1r119	0	0	0	0	0	0	0	0	0
Vmn1r-ps73	0	0	0	0	0	0	0	0	0
Vmn1r120	0	0	0	0	0	0	0	0	0
Vmn1r-ps74	0	0	0	0	0	0	0	0	0
Vmn1r121	0	0	0	0	0	0	0	0	0
Vmn1r122	0	0	0	0	0	0	0	0	0
Vmn1r123	0	0	0	0	0	0	0	0	0
Gm18054	0	0	0	0	0	0	0	0	0
Gm5157	0	0	0	0	0	0	0	0	0
Gm18460	0	0	0	0	0	0	0	0	0
Gm4536	0	0	0	0	0	0	0	0	0
Vmn1r124	0	0	0	0	0	0	0	0	0
Vmn1r125	0	0	0	0	0	0	0	0	0
Vmn1r126	0	0	0	0	0	0	0	0	0
Vmn1r127	0	0	0	0	0	0	0	0	0
Vmn1r128	0	0	0	0	0	0	0	0	0
Vmn1r129	0	0	0	0	0	0	0	0	0
Vmn1r-ps75	0	0	0	0	0	0	0	0	0
Gm18055	0	0	0	0	0	0	0	0	0
Gm6882	0	0	0	0	0	0	0	0	0
Gm18461	0	0	0	0	0	0	0	0	0
Gm4541	0	0	0	0	0	0	0	0	0
Vmn1r130	0	0	0	0	0	0	0	0	0
Vmn1r-ps76	0	0	0	0	0	0	0	0	0
Vmn1r131	0	0	0	0	0	0	0	0	0
Gm18056	0	0	0	0	0	0	0	0	0
Gm4545	0	0	0	0	0	0	0	0	0
Gm18462	0	0	0	0	0	0	0	0	0
Vmn1r132	0	0	0	0	0	0	0	0	0
Gm8600	0	0	0	0	0	0	0	0	0
Gm18463	0	0	0	0	0	0	0	0	0
Gm4548	0	0	0	0	0	0	0	0	0
Vmn1r247	0	0	0	0	0	0	0	0	0
Vmn1r248	0	0	0	0	0	0	0	0	0
Gm44554	0	0	0	0	0	0	0	0	0
Vmn1r135	0	0	0	0	0	0	0	0	0
Vmn1r249	0	0	0	0	0	0	0	0	0
Vmn1r-ps77	0	0	0	0	0	0	0	0	0
Gm18057	0	0	0	0	0	0	0	0	0
Gm5891	0	0	0	0	0	0	0	0	0
Gm18464	0	0	0	0	0	0	0	0	0
Gm16443	0	0	0	0	0	0	0	0	0
Vmn1r137	0	0	0	0	0	0	0	0	0
Vmn1r-ps78	0	0	0	0	0	0	0	0	0
Vmn1r138	0	0	0	0	0	0	0	0	0
Gm18058	0	0	0	0	0	0	0	0	0
Gm6176	0	0	0	0	0	0	0	0	0
Gm18465	0	0	0	0	0	0	0	0	0
Vmn1r139	0	0	0	0	0	0	0	0	0
Gm16451	0	0	0	0	0	0	0	0	0
Vmn1r250	0	0	0	0	0	0	0	0	0
Vmn1r142	0	0	0	0	0	0	0	0	0
Vmn1r143	0	0	0	0	0	0	0	0	0
Vmn1r251	0	0	0	0	0	0	0	0	0
Vmn1r252	0	0	0	0	0	0	0	0	0
Gm18059	0	0	0	0	0	0	0	0	0
Gm4557	0	0	0	0	0	0	0	0	0
Gm18466	0	0	0	0	0	0	0	0	0
Gm4558	0	0	0	0	0	0	0	0	0
Vmn1r253	0	0	0	0	0	0	0	0	0
Vmn1r-ps70	0	0	0	0	0	0	0	0	0
Vmn1r254	0	0	0	0	0	0	0	0	0
Vmn1r148	0	0	0	0	0	0	0	0	0
Vmn1r149	0	0	0	0	0	0	0	0	0
Gm10665	0	0	0	0	0	0	0	0	0
Vmn1r151	0	0	0	0	0	0	0	0	0
Vmn1r152	0	0	0	0	0	0	0	0	0
Vmn1r255	0	0	0	0	0	0	0	0	0
Vmn1r256	0	0	0	0	0	0	0	0	0
Gm18060	0	0	0	0	0	0	0	0	0
Gm4565	0	0	0	0	0	0	0	0	0
Gm18467	0	0	0	0	0	0	0	0	0
Gm8685	0	0	0	0	0	0	0	0	0
Vmn1r155	0	0	0	0	0	0	0	0	0
Vmn1r-ps80	0	0	0	0	0	0	0	0	0
Vmn1r257	0	0	0	0	0	0	0	0	0
Gm18061	0	0	0	0	0	0	0	0	0
Gm4567	0	0	0	0	0	0	0	0	0
Gm18468	0	0	0	0	0	0	0	0	0
Vmn1r157	0	0	0	0	0	0	0	0	0
Vmn1r158	0	0	0	0	0	0	0	0	0
Gm4207	0	0	0	0	0	0	0	0	0
Vmn1r159	0	0	0	0	0	0	0	0	0
Gm44825	0	0	0	0	0	0	0	0	0
Vmn1r160	0	0	0	0	0	0	0	0	0
Gm19900	0	0	0	0	0	0	0	0	0
Gm8708	0	0	0	0	0	0	0	0	0
Gm18469	0	0	0	0	0	0	0	0	0
Gm4574	0	0	0	0	0	0	0	0	0
Vmn1r258	0	0	0	0	0	0	0	0	0
Vmn1r259	0	0	0	0	0	0	0	0	0
Vmn1r163	0	0	0	0	0	0	0	0	0
Vmn1r260	0	0	0	0	0	0	0	0	0
Gm16456	0	0	0	0	0	0	0	0	0
Gm18062	0	0	0	0	0	0	0	0	0
Gm10662	0	0	0	0	0	0	0	0	0
Gm18470	0	0	0	0	0	0	0	0	0
Gm8728	0	0	0	0	0	0	0	0	0
Vmn1r165	0	0	0	0	0	0	0	0	0
Vmn1r-ps83	0	0	0	0	0	0	0	0	0
Vmn1r166	0	0	0	0	0	0	0	0	0
Gm18063	0	0	0	0	0	0	0	0	0
Gm6902	0	0	0	0	0	0	0	0	0
Gm18471	0	0	0	0	0	0	0	0	0
Nlrp4e	0	0	0	0	0	0	0	0	0
Krt8-ps	0	0	1	0	0	0	0	0	0
Nlrp5	0	0	0	0	0	0	0	0	0
Gm56025	0	0	0	0	0	0	0	0	0
Gm18598	0	0	0	0	0	0	0	0	0
Gm18306	0	0	0	0	0	0	0	0	0
Vmn1r-ps84	0	0	0	0	0	0	0	0	0
Vmn1r167	0	0	0	0	0	0	0	0	0
Gm8745	0	0	0	0	0	0	0	0	0
Gm18195	0	0	0	0	0	0	0	0	0
Vmn1r168	0	0	0	0	0	0	0	0	0
Vmn1r169	0	0	0	0	0	0	0	0	0
Vmn1r170	0	0	0	0	0	0	0	0	0
Vmn1r171	0	0	0	0	0	0	0	0	0
Vmn1r172	0	0	0	0	0	0	0	0	0
Vmn1r173	0	0	0	0	0	0	0	0	0
Vmn1r174	0	0	0	0	0	0	0	0	0
Vmn1r-ps85	0	0	0	0	0	0	0	0	0
Gm17780	0	0	0	0	0	0	0	0	0
Gm44576	0	0	0	0	0	0	0	0	0
Vmn1r175	0	0	0	0	0	0	0	0	0
Vmn1r176	0	0	0	0	0	0	0	0	0
Vmn1r177	0	0	0	0	0	0	0	0	0
Gm18206	0	0	0	0	0	0	0	0	0
Vmn1r178	0	0	0	0	0	0	0	0	0
Vmn1r179	0	0	0	0	0	0	0	0	0
ENSMUSG00000121793	0	1	0	0	0	0	0	0	0
Gm10175	0	0	0	0	0	0	0	0	0
Vmn1r180	0	0	0	0	0	0	0	0	0
Gm5324	0	0	0	0	0	0	0	0	0
Vmn1r181	0	0	0	0	0	0	0	0	0
V1rd19	0	0	0	0	0	0	0	0	0
Vmn1r183	0	0	0	1	0	0	0	0	2
Gm36694	0	0	0	0	0	0	0	0	0
Ptma-ps1	0	0	0	0	0	0	0	0	0
Gm44943	0	0	0	0	0	0	0	0	0
Zfp180	4	23	12	12	18	8	5	1	6
Zfp112	1	3	1	7	8	0	0	0	0
Gm44793	0	0	0	0	0	0	0	0	0
Zfp235	3	4	2	5	8	3	2	3	2
Zfp114	1	0	2	2	0	0	0	0	0
Zfp111	4	6	1	0	2	1	0	0	0
Gm44796	0	0	0	0	0	0	0	0	0
Zfp109	1	2	2	1	1	0	0	2	0
Zfp108	2	6	1	1	4	1	1	2	0
Zfp93	1	0	3	1	2	1	1	1	6
Gm18126	0	0	0	0	0	0	0	0	0
Gm50477	0	0	1	0	1	0	1	0	0
Zfp61	4	10	6	3	5	2	2	2	0
Zfp94	3	4	4	4	3	1	1	2	2
Gm44513	0	0	0	0	0	0	0	0	0
Gm15465	0	0	0	0	0	0	0	0	0
Gm17982	0	0	0	0	0	0	0	0	0
Tescl	0	0	0	0	0	0	0	0	0
Gm56074	0	0	0	0	0	0	0	0	0
Lypd5	0	0	0	0	0	0	0	0	0
Kcnn4	0	0	0	1	0	0	0	0	0
Smg9	11	6	10	14	13	3	3	4	2
Irgc1	0	0	0	0	0	0	0	0	0
Gm36159	0	0	0	0	0	0	0	0	0
Plaur	2	1	0	0	0	0	0	0	0
Cadm4	89	117	70	73	122	25	19	16	9
Zfp428	5	6	4	3	3	1	0	2	2
Gm50092	0	1	0	0	0	0	0	0	0
Gm53033	0	0	0	0	0	0	0	0	0
Irgq	14	46	30	32	43	15	10	7	15
Pinlyp	0	0	0	0	0	0	0	0	0
Xrcc1	17	11	8	9	17	6	4	5	6
Zfp575	2	2	2	1	4	1	2	1	1
Ethe1	1	7	2	5	6	1	0	1	0
Phldb3	0	0	0	0	0	0	0	0	0
Gm26550	0	0	0	0	0	0	0	0	0
Lypd3	0	0	0	0	0	0	0	0	0
Gm4598	0	0	0	0	0	0	0	0	0
2200007N16Rik	0	0	0	0	0	0	0	0	0
Tex101	0	0	0	0	1	0	0	0	0
Gm44971	0	0	0	1	0	0	0	0	0
Gm36776	0	0	0	0	0	0	0	0	0
Lypd10	0	0	0	0	0	0	0	0	0
Lypd11	0	0	0	0	0	0	0	0	0
Gm44972	1	0	0	0	0	0	0	0	0
Cd177	0	0	0	0	0	0	0	0	0
Ceacam10	0	0	0	0	0	0	0	0	0
Gm5893	0	0	0	0	0	0	0	0	0
Gm18207	0	0	0	0	0	0	1	0	0
Tmsb10b	10	12	15	8	16	5	2	8	6
Lypd4	0	0	0	0	0	0	0	0	0
Dmrtc2	0	0	0	0	0	0	0	0	0
Rps19	59	129	92	87	150	18	30	30	16
Cd79a	0	0	0	0	0	1	0	0	0
Arhgef1	43	55	40	41	78	13	17	21	8
Erfl	0	0	0	0	0	0	0	0	0
Gm44970	0	0	0	0	0	0	0	0	0
Rabac1	28	31	22	24	46	10	13	6	19
Mir7046	0	0	0	0	0	0	0	0	0
Atp1a3	685	849	772	867	1240	479	594	334	508
Mir7047	0	0	0	0	0	0	0	0	0
Grik5	98	175	168	154	310	54	85	55	51
Zfp574	11	11	16	14	15	3	3	4	4
Pou2f2	9	6	12	7	12	6	8	4	4
Mir6537	0	0	0	0	0	0	0	0	0
D930028M14Rik	1	0	0	0	0	0	0	0	0
Dedd2	9	9	11	10	18	9	12	5	8
Mir7048	0	0	0	0	0	0	0	0	0
4933430L12Rik	0	0	0	0	0	0	0	0	0
Zfp526	5	7	6	1	5	2	3	2	4
Gsk3a	52	103	66	65	119	24	25	26	30
9130221H12Rik	0	0	1	0	1	2	1	0	1
Erf	16	26	18	23	36	9	6	5	10
Cic	65	138	124	97	181	41	26	40	27
Pafah1b3	6	3	2	3	2	2	5	1	3
Prr19	0	0	0	0	0	0	0	0	0
Tmem145	16	20	10	23	32	5	4	6	3
Megf8	55	98	67	69	126	21	25	21	18
Cnfn	0	0	0	0	0	0	0	0	0
4732471J01Rik	3	8	2	2	4	1	0	1	0
Lipe	3	6	6	3	5	4	2	3	4
Cxcl17	0	0	0	0	0	0	0	0	0
Gm5587	0	0	0	2	3	0	0	0	2
Gm20949	0	0	0	0	0	0	0	0	0
Gm15495	2	2	3	1	1	0	0	1	1
Ceacam1	2	3	0	1	4	0	0	2	0
Ceacam2	1	0	1	0	1	1	0	0	0
Gm29918	0	0	0	0	0	0	0	0	0
Gm38569	0	0	0	0	0	0	0	0	0
Gm4607	0	0	0	1	1	1	0	2	0
Erich4	0	0	0	0	0	0	0	0	0
Dmac2	13	22	10	9	14	4	4	4	3
B3gnt8	0	1	1	2	0	0	0	1	0
Bckdha	4	6	5	10	15	0	4	2	3
Exosc5	3	10	7	3	9	1	1	2	2
Tmem91	3	4	3	4	9	1	1	3	2
B9d2	1	3	1	5	7	1	2	1	1
Tgfb1	2	3	5	2	4	1	0	0	1
Ccdc97	15	24	17	16	28	3	3	7	6
Hnrnpul1	21	61	34	36	58	10	10	14	15
Gm57197	0	0	0	0	0	0	0	0	0
Axl	23	62	37	29	61	3	7	7	1
Gm29763	0	0	0	0	0	0	0	0	0
Cyp2s1	1	2	2	0	2	0	0	2	1
Gm45226	0	1	0	0	0	0	0	0	0
Gm26707	1	2	0	2	1	0	0	0	0
Gm4613	5	18	8	6	9	2	11	7	7
Gm55040	0	0	0	0	0	0	0	0	0
Gm30146	0	0	0	0	0	0	0	0	0
Gm23921	0	0	0	0	0	0	0	0	0
Gm45228	0	0	0	0	0	0	0	0	0
Gm6434	0	3	0	1	2	0	2	1	1
Cyp2b10	0	0	0	0	0	0	0	0	0
Gm45227	0	0	0	0	0	0	0	0	0
Gm45225	0	0	0	0	0	0	0	0	0
Cyp2b27-ps	0	0	0	0	0	0	0	0	0
BC026762	0	0	0	0	0	0	0	0	0
Cyp2b13	0	0	0	0	0	0	0	0	0
Rnf170-ps	0	0	1	1	0	0	1	1	1
Gm29920	0	0	0	0	0	0	0	0	0
Cyp2b26-ps	0	0	0	0	0	0	0	0	0
Cyp2b9	0	0	0	0	0	0	0	0	0
Gm8902	0	0	0	0	0	0	0	0	0
Vmn1r-ps86	0	0	0	0	0	0	0	0	0
Vmn1r184	0	0	0	0	0	0	0	0	0
Gm44964	0	0	0	0	0	0	0	0	0
Gm42375	0	0	0	0	0	0	0	0	0
Cyp2a4	0	0	0	0	0	0	0	0	0
Nlrp9c	0	0	0	0	0	0	0	0	0
Nlrp4a	0	0	0	0	0	0	0	0	0
Gm55088	0	0	0	0	0	0	0	0	0
Nlrp9a	0	0	0	0	0	0	0	0	0
Vmn1r185	0	0	0	0	0	0	0	0	0
Gm55117	0	0	0	0	0	0	0	0	0
Cyp2b23	0	0	0	0	0	0	0	0	0
Gm45034	0	0	0	0	0	0	0	0	0
Cyp2b19	0	0	0	0	0	0	0	0	0
Cyp2g1	0	0	0	0	0	0	0	0	0
Cyp2a5	0	0	0	0	0	0	0	0	0
Cyp2a21-ps	0	0	0	0	0	0	0	0	0
Api5-ps	0	0	0	0	0	0	0	0	0
Cyp2a22	0	0	0	0	0	0	0	0	0
Cyp2a12	0	0	0	0	0	0	0	0	0
Gm4290	0	0	0	0	0	0	0	0	0
Gm50480	0	0	0	0	0	0	0	0	0
Gm29754	0	0	0	1	1	0	0	1	0
Cyp2f2	1	0	0	0	0	0	0	0	0
Gm15883	0	0	0	0	0	0	0	0	0
Gm44640	1	1	0	0	2	1	1	1	1
Cyp2t4	2	2	2	1	2	0	0	1	1
Egln2	31	36	33	44	54	18	17	14	16
Rab4b	1	3	1	2	7	0	1	1	1
Gm21983	0	0	0	0	0	0	0	0	0
Mir3101	0	0	0	0	0	0	0	0	0
Mia	0	0	0	0	0	0	0	0	0
Snrpa	8	9	5	10	20	8	11	9	7
Actmap	3	4	6	6	7	1	3	2	0
Mir1191	0	0	0	0	0	0	0	0	0
Itpkc	1	1	2	1	1	2	0	0	1
Coq8b	11	8	13	9	13	2	3	2	2
Gm15567	1	1	0	0	0	0	1	0	0
Gm44641	0	0	0	0	0	0	0	0	0
Numbl	27	45	30	41	75	19	23	19	15
Gm15570	0	0	1	0	0	1	2	0	0
Ltbp4	38	42	55	42	81	14	21	19	13
Shkbp1	11	11	9	9	15	5	5	4	4
Gm20479	0	0	0	0	0	0	0	0	0
Sptbn4	66	145	99	131	159	30	43	49	36
Gm44924	0	0	0	0	0	0	0	0	0
Blvrb	1	6	5	2	5	0	3	2	0
Pgam1-ps2	20	20	29	32	42	35	27	15	33
Sertad3	0	2	2	0	5	0	1	0	0
Sertad1	1	2	3	3	4	0	1	0	1
Prx	2	0	5	1	3	0	0	0	1
Gm15541	1	4	2	2	2	1	5	1	1
Hipk4	9	29	15	38	36	6	10	7	10
Gm57234	3	5	3	2	9	0	2	1	2
Pld3	131	335	226	255	427	106	104	80	102
2310022A10Rik	4	6	5	5	8	1	7	2	4
Akt2	23	44	34	38	60	10	14	16	13
Gm52980	0	0	0	0	0	0	0	0	0
Gm38973	1	0	0	0	1	3	0	2	1
Ttc9b	7	26	22	16	40	8	6	4	3
Map3k10	46	161	95	108	172	30	46	32	35
Gm44684	0	0	0	0	0	1	0	1	0
Zfp607b	6	6	5	4	4	3	1	1	4
Zfp60	13	17	9	5	10	4	9	4	4
Gm10046	0	0	0	0	0	0	0	0	0
Zfp626	4	6	4	1	5	1	3	4	2
Zfp59	1	2	2	2	4	0	0	3	0
Zfp607a	1	0	1	0	1	0	1	0	1
Prkcz2	7	21	25	13	12	13	9	12	9
Gm55488	0	0	0	0	0	0	0	0	0
Zfp974	3	3	2	1	7	0	2	0	1
Gm26891	0	0	0	0	0	0	0	0	0
Josd1-ps	1	5	1	4	3	2	3	1	6
Zfp780b	1	4	1	6	3	0	1	1	2
Zfp850	0	4	2	1	3	0	0	0	1
Psmc4	38	61	30	27	64	20	8	10	25
Gm44744	0	0	0	0	0	0	0	0	0
Fcgbp	0	1	2	1	0	0	1	0	0
Gm24356	0	0	0	0	0	0	0	0	0
Fcgbpl1	0	1	0	0	0	0	0	0	0
Gm31024	0	0	0	1	0	0	0	0	0
Fbl	5	5	5	7	11	3	6	4	3
Dyrk1b	4	10	8	4	14	6	1	5	3
ENSMUSG00000121575	0	0	0	0	0	0	0	0	0
Gm45011	1	2	1	3	1	1	0	0	0
Gm18672	0	0	0	0	0	0	0	0	0
Eid2	6	4	6	4	11	4	1	4	4
Eid2b	2	6	6	4	8	2	2	1	6
Selenov	0	1	0	0	0	0	0	0	0
Dll3	0	2	0	0	2	1	0	0	0
Timm50	7	10	7	9	16	3	2	1	2
Supt5	46	58	38	48	84	23	18	17	19
Gm44709	0	0	0	0	0	0	0	0	0
Gm57244	0	0	0	0	0	0	0	0	0
Rps16	38	130	44	64	114	22	18	29	18
AF357399	0	0	0	0	0	0	0	0	0
Plekhg2	5	3	6	4	8	2	1	2	1
Gm57221	0	0	0	0	0	0	0	0	0
Zfp36	2	3	4	1	0	0	2	0	0
Gm44710	0	0	0	0	0	0	0	0	0
Gm57214	0	0	0	0	0	0	0	0	0
Med29	5	5	3	5	0	0	1	0	1
Paf1	21	25	17	17	37	9	9	9	7
Samd4b	27	57	46	32	70	14	5	15	9
Gmfg	1	0	1	1	2	0	0	0	1
Lrfn1	11	13	12	20	22	7	3	4	3
Gm6518	0	0	0	0	0	0	0	0	0
ENSMUSG00000121842	0	0	0	0	0	0	0	0	0
1700028B04Rik	0	0	0	0	0	0	0	0	0
Ifnl2	0	0	0	0	0	0	0	0	0
Gm53047	0	0	0	0	0	0	0	0	0
Ifnl3	0	0	0	0	0	0	0	0	0
Gm19880	1	1	0	0	0	0	2	0	1
Sycn	0	0	0	0	0	0	0	0	0
Nccrp1	0	0	0	0	0	0	0	0	0
Pak4	4	11	3	3	16	2	1	4	1
Mir7049	0	0	0	0	0	0	0	0	0
Acp7	0	0	1	0	0	0	0	0	0
Gm44618	0	0	0	0	0	0	1	0	0
Gm44617	0	0	0	0	0	0	0	1	1
Fbxo27	5	5	5	5	4	2	1	2	0
Fbxo17	0	3	1	2	0	1	0	0	1
Mrps12	11	13	5	5	22	6	3	5	6
Sars2	7	5	2	3	7	2	2	0	0
Ccer2	0	2	0	1	0	1	0	0	0
Nfkbib	2	9	7	4	15	2	2	4	1
Sirt2	75	95	67	77	104	30	28	28	20
Rinl	1	3	0	1	2	0	1	2	0
Hnrnpl	70	107	95	79	109	20	24	33	20
Gm44702	0	0	0	0	0	0	0	0	0
Gm57249	0	0	0	0	1	0	0	0	0
Ech1	9	29	23	27	31	8	6	10	12
Lgals4	5	0	1	4	4	2	0	2	2
Gm10648	0	0	0	0	0	0	0	0	0
Lgals7	0	0	0	0	0	0	0	0	0
Capn12	0	1	0	0	1	0	0	0	0
Gm44700	0	0	0	0	0	0	0	0	0
Actn4	41	54	55	52	89	29	13	20	13
Gm44699	0	0	0	0	0	0	0	0	1
Eif3k	24	40	35	28	58	10	17	10	8
Map4k1	1	0	0	0	2	0	1	0	0
Ryr1	8	11	15	17	16	4	7	7	3
Gm38979	0	0	0	0	0	0	0	0	0
Gm55917	0	0	0	0	0	0	0	0	0
Gm26604	0	1	0	1	1	2	0	1	0
Mir1963	0	0	0	0	0	0	0	0	0
Rasgrp4	1	1	0	0	1	0	0	0	1
Gm16282	0	0	0	0	0	0	0	0	0
Fam98c	2	6	3	2	5	0	0	1	1
1110035H17Rik	0	0	0	0	1	0	0	0	0
Spred3	14	30	22	15	33	3	7	6	6
Ggn	0	2	0	1	2	0	0	0	0
Psmd8	23	31	23	24	45	13	17	11	11
Catsperg1	2	0	0	0	2	0	0	0	0
Gm17113	0	2	1	0	0	0	0	0	0
Kcnk6	0	1	1	3	0	1	0	0	0
Yif1b	6	12	7	6	13	1	1	3	2
2200002D01Rik	1	0	0	0	1	0	0	0	0
Spint2	5	8	9	6	22	2	1	5	2
Ppp1r14a	8	10	7	8	14	4	2	2	1
Dpf1	11	22	22	14	31	6	4	3	6
Gm44632	0	0	0	0	0	0	0	0	0
Sipa1l3	40	52	67	75	109	27	32	30	19
Wdr87-ps	0	0	0	0	0	0	0	0	0
ENSMUSG00000121856	0	0	0	0	0	0	0	0	0
4930432E11Rik	0	0	1	0	0	0	0	0	0
Gm29326	0	0	0	0	0	0	0	0	0
ENSMUSG00000121857	0	0	0	0	0	0	0	0	0
A330087D11Rik	0	0	0	0	0	0	0	0	0
Gm56100	0	0	0	0	0	0	0	0	0
Catsperg2	0	0	0	0	0	0	0	0	0
Gm23103	0	1	0	0	0	0	1	1	0
Gm44954	1	1	1	0	0	0	0	0	0
Zfp84	5	8	10	6	3	5	1	2	2
Mir1964	0	0	0	0	0	0	0	0	0
Zfp30	4	6	5	5	7	2	0	0	5
Gm6579	0	4	3	4	4	2	4	0	0
Zfp790	1	7	5	8	11	2	5	3	3
Zfp940	10	10	4	5	9	3	5	2	4
Gm26554	0	0	0	0	0	0	0	0	0
Gm17199	7	2	9	5	6	5	11	3	7
Zfp420	3	8	4	3	4	2	1	2	2
Zfp27	5	8	7	8	9	4	3	4	4
Mir7668	0	0	0	0	0	0	0	0	0
Zfp383	3	9	3	2	3	3	1	4	1
Gm44873	0	1	1	1	0	0	0	0	1
Zfp74	3	6	6	5	5	4	4	3	5
ENSMUSG00000121374	1	1	3	4	0	3	1	1	2
C230062I16Rik	0	0	0	0	0	0	0	0	0
Mif-ps4	0	0	0	0	0	0	0	0	0
Zfp568	0	0	3	1	4	0	1	0	0
Zfp14	4	4	4	3	14	2	3	3	4
Zfp82	0	0	0	0	1	1	0	0	0
Gm26920	0	0	0	0	0	0	0	0	0
Zfp566	2	0	0	3	2	0	1	1	0
Gm44872	0	0	0	0	0	0	0	0	1
Zfp260	10	17	11	17	17	6	13	6	8
Gm56129	0	1	0	0	1	0	0	0	0
Zfp382	4	3	3	2	4	0	1	1	2
Gm10988	0	0	0	0	0	0	0	0	0
Zfp146	9	11	15	9	23	8	7	5	11
Gm5113	12	25	17	5	20	6	2	6	11
Cox7a1	1	1	3	0	2	2	0	1	0
Capns1	49	64	56	50	97	25	27	23	27
Gm26810	0	0	0	0	0	0	0	0	0
Gm44600	0	0	0	0	0	0	0	0	0
Tbcb	23	25	22	24	37	9	18	10	12
Polr2i	3	8	15	8	13	4	3	3	1
Ovol3	0	0	0	0	1	0	0	0	0
Wdr62	1	1	0	3	2	0	0	1	0
Rps12-ps5	14	27	25	19	22	8	11	13	10
1700020L13Rik	1	0	0	0	0	0	0	0	0
Clip3	120	190	134	127	198	50	84	42	57
Alkbh6	6	16	4	7	12	5	2	1	2
Gm56160	0	0	0	0	0	0	0	0	0
Gm57231	1	0	0	0	1	1	0	0	0
Syne4	1	1	0	5	7	0	2	0	1
Sdhaf1	4	5	7	6	3	1	0	2	6
Gm50483	0	0	0	0	0	1	0	0	0
4930479H17Rik	0	0	0	0	0	0	0	0	0
Lrfn3	10	17	10	8	11	6	3	5	6
Gm25259	0	0	1	1	0	0	0	0	0
Tyrobp	9	26	12	10	16	1	8	3	3
Hcst	0	0	0	0	1	0	0	0	0
Nfkbid	3	4	0	4	3	2	0	2	2
