	JvRad_Rhipp_204	JvRad_Rhipp_504	JvRad_Rhipp_503	JvRad_Rhipp_402	JvRad_Rhipp_401	JvRad_Rhipp_400	JvRad_Rhipp_203	JvRad_Rhipp_202	JvRad_Rhipp_201	JvRad_Rhipp_200
Gm57234	622	3	5	3	2	9	0	2	1	2
Pld3	34163	131	335	226	255	427	106	104	80	102
2310022A10Rik	1079	4	6	5	5	8	1	7	2	4
Akt2	5664	23	44	34	38	60	10	14	16	13
Gm52980	0	0	0	0	0	0	0	0	0	0
Gm38973	0	1	0	0	0	1	3	0	2	1
Ttc9b	3154	7	26	22	16	40	8	6	4	3
Map3k10	12154	46	161	95	108	172	30	46	32	35
Gm44684	35	0	0	0	0	0	1	0	1	0
Zfp607b	1029	6	6	5	4	4	3	1	1	4
Zfp60	2236	13	17	9	5	10	4	9	4	4
Gm10046	0	0	0	0	0	0	0	0	0	0
Zfp626	691	4	6	4	1	5	1	3	4	2
Zfp59	366	1	2	2	2	4	0	0	3	0
Zfp607a	101	1	0	1	0	1	0	1	0	1
Prkcz2	17	7	21	25	13	12	13	9	12	9
Gm55488	2	0	0	0	0	0	0	0	0	0
Zfp974	645	3	3	2	1	7	0	2	0	1
Gm26891	3	0	0	0	0	0	0	0	0	0
Josd1-ps	6	1	5	1	4	3	2	3	1	6
Zfp780b	859	1	4	1	6	3	0	1	1	2
Zfp850	407	0	4	2	1	3	0	0	0	1
Psmc4	4392	38	61	30	27	64	20	8	10	25
Gm44744	0	0	0	0	0	0	0	0	0	0
Fcgbp	104	0	1	2	1	0	0	1	0	0
Gm24356	0	0	0	0	0	0	0	0	0	0
Fcgbpl1	6	0	1	0	0	0	0	0	0	0
Gm31024	76	0	0	0	1	0	0	0	0	0
Fbl	1121	5	5	5	7	11	3	6	4	3
Dyrk1b	943	4	10	8	4	14	6	1	5	3
ENSMUSG00000121575	0	0	0	0	0	0	0	0	0	0
Gm45011	0	1	2	1	3	1	1	0	0	0
Gm18672	0	0	0	0	0	0	0	0	0	0
Eid2	915	6	4	6	4	11	4	1	4	4
Eid2b	956	2	6	6	4	8	2	2	1	6
Selenov	37	0	1	0	0	0	0	0	0	0
Dll3	56	0	2	0	0	2	1	0	0	0
Timm50	1378	7	10	7	9	16	3	2	1	2
Supt5	7838	46	58	38	48	84	23	18	17	19
Gm44709	0	0	0	0	0	0	0	0	0	0
Gm57244	2	0	0	0	0	0	0	0	0	0
Rps16	9494	38	130	44	64	114	22	18	29	18
AF357399	15	0	0	0	0	0	0	0	0	0
Plekhg2	544	5	3	6	4	8	2	1	2	1
Gm57221	0	0	0	0	0	0	0	0	0	0
Zfp36	328	2	3	4	1	0	0	2	0	0
Gm44710	0	0	0	0	0	0	0	0	0	0
Gm57214	4	0	0	0	0	0	0	0	0	0
Med29	394	5	5	3	5	0	0	1	0	1
Paf1	3177	21	25	17	17	37	9	9	9	7
Samd4b	6915	27	57	46	32	70	14	5	15	9
Gmfg	70	1	0	1	1	2	0	0	0	1
Lrfn1	2168	11	13	12	20	22	7	3	4	3
Gm6518	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000121842	0	0	0	0	0	0	0	0	0	0
1700028B04Rik	0	0	0	0	0	0	0	0	0	0
Ifnl2	0	0	0	0	0	0	0	0	0	0
Gm53047	0	0	0	0	0	0	0	0	0	0
Ifnl3	0	0	0	0	0	0	0	0	0	0
Gm19880	0	1	1	0	0	0	0	2	0	1
Sycn	0	0	0	0	0	0	0	0	0	0
Nccrp1	2	0	0	0	0	0	0	0	0	0
Pak4	700	4	11	3	3	16	2	1	4	1
Mir7049	0	0	0	0	0	0	0	0	0	0
Acp7	106	0	0	1	0	0	0	0	0	0
Gm44618	21	0	0	0	0	0	0	1	0	0
Gm44617	0	0	0	0	0	0	0	0	1	1
Fbxo27	737	5	5	5	5	4	2	1	2	0
Fbxo17	83	0	3	1	2	0	1	0	0	1
Mrps12	1376	11	13	5	5	22	6	3	5	6
Sars2	590	7	5	2	3	7	2	2	0	0
Ccer2	35	0	2	0	1	0	1	0	0	0
Nfkbib	853	2	9	7	4	15	2	2	4	1
Sirt2	9687	75	95	67	77	104	30	28	28	20
Rinl	203	1	3	0	1	2	0	1	2	0
Hnrnpl	14699	70	107	95	79	109	20	24	33	20
Gm44702	12	0	0	0	0	0	0	0	0	0
Gm57249	10	0	0	0	0	1	0	0	0	0
Ech1	2859	9	29	23	27	31	8	6	10	12
Lgals4	325	5	0	1	4	4	2	0	2	2
Gm10648	6	0	0	0	0	0	0	0	0	0
Lgals7	0	0	0	0	0	0	0	0	0	0
Capn12	53	0	1	0	0	1	0	0	0	0
Gm44700	9	0	0	0	0	0	0	0	0	0
Actn4	6713	41	54	55	52	89	29	13	20	13
Gm44699	0	0	0	0	0	0	0	0	0	1
Eif3k	4403	24	40	35	28	58	10	17	10	8
Map4k1	142	1	0	0	0	2	0	1	0	0
Ryr1	1839	8	11	15	17	16	4	7	7	3
Gm38979	2	0	0	0	0	0	0	0	0	0
Gm55917	0	0	0	0	0	0	0	0	0	0
Gm26604	28	0	1	0	1	1	2	0	1	0
Mir1963	0	0	0	0	0	0	0	0	0	0
Rasgrp4	96	1	1	0	0	1	0	0	0	1
Gm16282	0	0	0	0	0	0	0	0	0	0
Fam98c	678	2	6	3	2	5	0	0	1	1
1110035H17Rik	44	0	0	0	0	1	0	0	0	0
Spred3	4283	14	30	22	15	33	3	7	6	6
Ggn	96	0	2	0	1	2	0	0	0	0
Psmd8	4331	23	31	23	24	45	13	17	11	11
Catsperg1	116	2	0	0	0	2	0	0	0	0
Gm17113	0	0	2	1	0	0	0	0	0	0
Kcnk6	265	0	1	1	3	0	1	0	0	0
Yif1b	787	6	12	7	6	13	1	1	3	2
2200002D01Rik	6	1	0	0	0	1	0	0	0	0
Spint2	811	5	8	9	6	22	2	1	5	2
Ppp1r14a	595	8	10	7	8	14	4	2	2	1
Dpf1	3116	11	22	22	14	31	6	4	3	6
Gm44632	10	0	0	0	0	0	0	0	0	0
Sipa1l3	10249	40	52	67	75	109	27	32	30	19
Wdr87-ps	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000121856	0	0	0	0	0	0	0	0	0	0
4930432E11Rik	0	0	0	1	0	0	0	0	0	0
Gm29326	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121857	0	0	0	0	0	0	0	0	0	0
A330087D11Rik	0	0	0	0	0	0	0	0	0	0
Gm56100	0	0	0	0	0	0	0	0	0	0
Catsperg2	8	0	0	0	0	0	0	0	0	0
Gm23103	0	0	1	0	0	0	0	1	1	0
Gm44954	72	1	1	1	0	0	0	0	0	0
Zfp84	951	5	8	10	6	3	5	1	2	2
Mir1964	3	0	0	0	0	0	0	0	0	0
Zfp30	738	4	6	5	5	7	2	0	0	5
Gm6579	14	0	4	3	4	4	2	4	0	0
Zfp790	937	1	7	5	8	11	2	5	3	3
Zfp940	1131	10	10	4	5	9	3	5	2	4
Gm26554	1	0	0	0	0	0	0	0	0	0
Gm17199	0	7	2	9	5	6	5	11	3	7
Zfp420	1005	3	8	4	3	4	2	1	2	2
Zfp27	992	5	8	7	8	9	4	3	4	4
Mir7668	0	0	0	0	0	0	0	0	0	0
Zfp383	856	3	9	3	2	3	3	1	4	1
Gm44873	0	0	1	1	1	0	0	0	0	1
Zfp74	952	3	6	6	5	5	4	4	3	5
ENSMUSG00000121374	161	1	1	3	4	0	3	1	1	2
C230062I16Rik	0	0	0	0	0	0	0	0	0	0
Mif-ps4	0	0	0	0	0	0	0	0	0	0
Zfp568	284	0	0	3	1	4	0	1	0	0
Zfp14	706	4	4	4	3	14	2	3	3	4
Zfp82	21	0	0	0	0	1	1	0	0	0
Gm26920	0	0	0	0	0	0	0	0	0	0
Zfp566	209	2	0	0	3	2	0	1	1	0
Gm44872	2	0	0	0	0	0	0	0	0	1
Zfp260	4009	10	17	11	17	17	6	13	6	8
Gm56129	5	0	1	0	0	1	0	0	0	0
Zfp382	473	4	3	3	2	4	0	1	1	2
Gm10988	3	0	0	0	0	0	0	0	0	0
Zfp146	2000	9	11	15	9	23	8	7	5	11
Gm5113	2400	12	25	17	5	20	6	2	6	11
Cox7a1	112	1	1	3	0	2	2	0	1	0
Capns1	7146	49	64	56	50	97	25	27	23	27
Gm26810	2	0	0	0	0	0	0	0	0	0
Gm44600	0	0	0	0	0	0	0	0	0	0
Tbcb	2548	23	25	22	24	37	9	18	10	12
Polr2i	770	3	8	15	8	13	4	3	3	1
Ovol3	2	0	0	0	0	1	0	0	0	0
Wdr62	179	1	1	0	3	2	0	0	1	0
Rps12-ps5	0	14	27	25	19	22	8	11	13	10
1700020L13Rik	3	1	0	0	0	0	0	0	0	0
Clip3	21139	120	190	134	127	198	50	84	42	57
Alkbh6	921	6	16	4	7	12	5	2	1	2
Gm56160	0	0	0	0	0	0	0	0	0	0
Gm57231	87	1	0	0	0	1	1	0	0	0
Syne4	680	1	1	0	5	7	0	2	0	1
Sdhaf1	730	4	5	7	6	3	1	0	2	6
Gm50483	11	0	0	0	0	0	1	0	0	0
4930479H17Rik	0	0	0	0	0	0	0	0	0	0
Lrfn3	1142	10	17	10	8	11	6	3	5	6
Gm25259	8	0	0	1	1	0	0	0	0	0
Tyrobp	1339	9	26	12	10	16	1	8	3	3
Hcst	25	0	0	0	0	1	0	0	0	0
Nfkbid	280	3	4	0	4	3	2	0	2	2
Gm30646	0	0	0	0	0	0	0	0	0	0
Aplp1	60798	485	793	588	606	1044	244	339	236	248
Kirrel2	1355	6	13	3	11	18	1	2	5	6
Nphs1	243	6	9	5	5	7	2	4	2	3
Nphs1os	23	0	1	0	0	0	0	0	0	0
Rps12-ps4	28	12	27	23	21	23	3	9	7	5
Prodh2	2	1	2	1	2	0	2	0	1	0
Arhgap33os	2	0	0	0	0	0	0	0	0	0
Arhgap33	15440	56	168	101	102	196	46	32	35	22
Proser3	293	3	1	2	1	4	1	0	0	0
1700019A23Rik	3	0	0	0	0	0	0	0	0	0
Hspb6	255	2	4	2	4	5	1	1	0	0
Mir9769	0	0	0	0	0	0	0	0	0	0
Lin37	954	7	5	14	11	5	4	6	1	4
Psenen	1138	14	19	17	14	24	10	10	9	7
U2af1l4	21	0	0	0	0	0	1	1	0	1
Gm49396	416	1	3	0	2	1	0	1	1	1
Igflr1	0	0	0	0	0	0	0	0	0	0
Kmt2b	5452	46	39	44	56	80	9	20	15	12
Mir3569	0	0	0	0	0	0	0	0	0	0
Zbtb32	130	0	2	1	1	3	1	0	1	0
Upk1a	72	2	0	0	0	0	2	0	2	0
Cox6b1	13766	103	168	132	93	171	42	60	45	34
Etv2	0	0	0	0	0	0	0	0	0	0
Rbm42	7	0	0	0	0	0	0	0	0	0
Gm21982	0	0	0	0	0	0	0	0	0	0
Gm57227	6	0	0	0	0	0	0	0	0	0
Haus5	63	0	0	1	0	1	0	0	0	0
Pmis2	0	0	0	0	0	0	0	0	0	1
2200002J24Rik	0	0	0	0	0	0	0	0	0	0
Gm4883	0	4	3	1	3	3	2	3	2	4
Atp4a	42	0	3	0	2	0	0	0	0	0
Tmem147	3031	19	36	28	27	45	7	7	11	9
Tmem147os	496	1	1	1	4	5	1	2	0	0
Gapdhs	128	0	3	2	1	1	0	0	0	0
Gm26935	96	1	1	0	0	0	0	0	0	0
Gm57241	160	0	0	0	0	3	0	0	0	0
Sbsn	372	1	3	0	2	4	1	2	0	2
Dmkn	79	0	1	1	1	0	0	0	0	0
Krtdap	0	0	0	0	0	0	0	0	0	0
Ffar2	0	0	0	0	0	0	0	0	0	0
Ffar3	0	0	0	0	0	0	0	0	0	0
Ffar1	2	0	0	0	0	1	1	0	0	0
Cd22	10	1	1	0	0	0	0	1	2	0
Gm29439	0	0	0	0	0	0	0	0	0	0
D7Ertd128e	0	1	0	0	0	0	0	0	0	1
Mag	10188	138	111	74	113	159	29	31	27	35
Gm44662	0	0	0	0	0	0	0	0	0	0
Hamp2	4	0	0	0	0	0	1	0	0	0
Usf2-ps1	9	0	1	0	0	0	3	1	0	2
Hamp	0	0	0	0	0	0	0	0	0	0
Usf2	3672	30	49	34	23	56	12	14	12	18
Gm17077	0	0	0	0	0	0	0	0	0	0
Gm4673	224	1	2	3	3	1	2	0	1	3
Lsr	187	1	0	3	2	2	0	0	1	0
Fam187b	2	1	1	1	0	2	0	0	0	0
Gm57248	0	0	0	0	0	0	0	0	0	0
Fxyd5	1134	4	22	7	8	9	2	1	3	2
Mir7050	0	0	0	0	0	0	0	0	0	0
Fxyd7	2661	12	32	13	20	23	6	8	5	9
Fxyd1	2090	32	30	36	18	43	7	10	16	5
Lgi4	1264	2	9	16	11	21	1	1	3	4
Fxyd3	68	0	0	0	1	1	0	1	0	0
Hpn	178	1	0	2	0	0	1	0	0	0
Scn1b	18659	104	208	143	132	242	58	62	44	53
Gramd1a	8668	41	63	42	48	78	25	20	18	13
G630030J09Rik	15	0	0	0	0	0	0	0	0	0
Gm10640	53	0	1	0	0	0	0	0	0	0
Gm9569	0	0	0	0	0	0	0	0	0	0
Gm37292	26	0	1	0	0	0	0	1	1	0
Scgb1b1-ps	0	0	0	0	0	0	0	0	0	0
Scgb2b1	0	0	0	0	0	0	0	0	0	0
Scgb2b2	0	0	0	0	0	0	0	0	0	0
Scgb1b2	0	0	0	0	0	0	0	0	0	0
Scgb2b3	0	0	0	0	0	0	0	0	0	0
Scgb1b3	0	0	0	0	0	0	0	0	0	0
Scgb2b4-ps	0	0	0	0	0	0	0	0	0	0
Scgb1b4-ps	0	0	0	0	0	0	0	0	0	0
Scgb1b28-ps	0	0	0	0	0	0	0	0	0	0
Gm29492	0	0	0	0	0	0	0	0	0	0
Scgb2b5-ps	0	0	0	0	0	0	0	0	0	0
Scgb1b5-ps	0	0	0	0	0	0	0	0	0	0
Scgb2b28-ps	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps8	0	0	0	0	0	0	0	0	0	0
Scgb2b6	0	0	0	0	0	0	0	0	0	0
Scgb1b6-ps	0	0	0	0	0	0	0	0	0	0
Gm4373	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps9	0	0	0	0	0	0	0	0	0	0
Scgb2b7	0	0	0	0	0	0	0	0	0	0
Scgb1b7	0	0	0	0	0	0	0	0	0	0
Gm9114	0	0	0	0	0	0	0	0	0	0
Gm29627	0	0	0	0	0	0	0	0	0	0
Scgb2b8-ps	0	0	0	0	0	0	0	0	0	0
Scgb1b8-ps	0	0	0	0	0	0	0	0	0	0
Gm6669	0	0	0	0	0	0	0	0	0	0
Gm9120	0	0	0	0	0	0	0	0	0	0
Gm21673	0	0	0	0	0	0	0	0	0	0
Scgb2b9-ps	0	0	0	0	0	0	0	0	0	0
Scgb1b9-ps	0	0	0	0	0	0	0	0	0	0
Gm5329	0	0	0	0	0	0	0	0	0	0
Scgb2b29-ps	0	0	0	0	0	0	0	0	0	0
Gm9127	0	0	0	0	0	0	0	0	0	0
Gm29262	0	0	0	0	0	0	0	0	0	0
Gm29263	0	0	0	0	0	0	0	0	0	0
Scgb2b10	0	0	0	0	0	0	0	0	0	0
Scgb1b10	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps10	0	0	0	0	0	0	0	0	0	0
Scgb2b30	0	0	0	0	0	0	0	0	0	0
Gm9135	0	0	0	0	0	0	0	0	0	0
Gm28256	0	0	0	0	0	0	0	0	0	0
Gm28257	0	0	0	0	0	0	0	0	0	0
Scgb2b11	0	0	0	0	0	0	0	0	0	0
Scgb1b11	0	0	0	0	0	0	0	0	0	0
Scgb2b12	0	0	0	0	0	0	0	0	0	0
Scgb1b12	0	0	0	0	0	0	0	0	0	0
Gm9142	0	0	0	0	0	0	0	0	0	0
Gm28862	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps11	0	0	0	0	0	0	0	0	0	0
Scgb1b29	0	0	0	0	0	0	0	0	0	0
Gm9146	0	0	0	0	0	0	0	0	0	0
Gm5116	0	0	0	0	0	0	0	0	0	0
Scgb2b13-ps	0	0	0	0	0	0	0	0	0	0
Scgb1b13-ps	0	0	0	0	0	0	0	0	0	0
Gm5327	0	0	0	0	0	0	0	0	0	0
Gm9149	0	0	0	0	0	0	0	0	0	0
Gm21135	0	0	0	0	0	0	0	0	0	0
Scgb2b14-ps	0	0	0	0	0	0	0	0	0	0
Scgb1b14-ps	0	0	0	0	0	0	0	0	0	0
Gm56355	0	0	0	0	0	0	0	0	0	0
Gm5058	0	0	0	0	0	0	0	0	0	0
Gm29429	0	0	0	0	0	0	0	0	0	0
Scgb2b31-ps	0	0	0	0	0	0	0	0	0	0
Gm4398	0	0	0	0	0	0	0	0	0	0
Gm29432	0	0	0	0	0	0	0	0	0	0
Gm28408	0	0	0	0	0	0	0	0	0	0
Scgb2b15	0	0	0	0	0	0	0	0	0	0
Scgb1b15	0	0	0	0	0	0	0	0	0	0
Scgb2b16-ps	0	0	0	0	0	0	0	0	0	0
Scgb1b16-ps	0	0	0	0	0	0	0	0	0	0
Gm56356	0	0	0	0	0	0	0	0	0	0
Gm9156	0	0	0	0	0	0	0	0	0	0
Gm28409	0	0	0	0	0	0	0	0	0	0
Scgb2b32-ps	0	0	0	0	0	0	0	0	0	0
Gm4405	0	0	0	0	0	0	0	0	0	0
Gm28383	0	0	0	0	0	0	0	0	0	0
Gm28384	0	0	0	0	0	0	0	0	0	0
Scgb2b17	0	0	0	0	0	0	0	0	0	0
Scgb1b17	0	0	0	0	0	0	0	0	0	0
Gm28992	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps7	0	0	0	0	0	0	0	0	0	0
Scgb2b33	0	0	0	0	0	0	0	0	0	0
Gm9162	0	0	0	0	0	0	0	0	0	0
Gm28559	0	0	0	0	0	0	0	0	0	0
Gm6003	0	0	0	0	0	0	0	0	0	0
Scgb2b18	0	0	0	0	0	0	0	0	0	0
Scgb1b18	0	0	0	0	0	0	0	0	0	0
Scgb2b19	0	0	0	0	0	0	0	0	0	0
Scgb1b19	0	0	0	0	0	0	0	0	0	0
Gm9167	0	0	0	0	0	0	0	0	0	0
Scgb2b20	0	0	0	0	0	0	0	0	0	0
Scgb1b20	0	0	0	0	0	0	0	0	0	0
Gm5732	0	0	0	0	0	1	0	0	0	0
Gm28794	0	0	0	0	0	0	0	0	0	0
Gm5731	0	0	0	0	0	0	0	0	0	0
Scgb1b34-ps	0	0	0	0	0	0	0	0	0	0
Scgb2b21	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121415	0	0	0	0	0	0	0	0	0	0
Scgb1b21	0	0	0	0	0	0	0	0	0	0
Gm12770	0	0	0	0	0	0	0	0	1	0
Gm12771	0	0	0	0	0	0	0	0	0	0
Scgb2b22-ps	0	0	0	0	0	0	0	0	0	0
Scgb1b22-ps	0	0	0	0	0	0	0	0	0	0
Scgb2b23-ps	0	0	0	0	0	0	0	0	0	0
Scgb1b23-ps	0	0	0	0	0	0	0	0	0	0
Gm12763	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps12	0	0	0	0	0	0	0	0	0	0
Scgb2b24	0	0	0	0	0	0	0	0	0	0
Scgb1b24	0	0	0	0	0	0	0	0	0	0
Gm12782	0	0	0	0	0	0	0	0	0	0
Gm28614	0	0	0	0	0	0	0	0	0	0
Gm56357	0	0	0	0	0	0	0	0	0	0
Gm12768	0	0	0	0	0	0	0	0	0	0
Scgb2b25-ps	0	0	0	0	0	0	0	0	0	0
Scgb1b25-ps	0	0	0	0	0	0	0	0	0	0
Gm12757	0	0	1	0	0	0	0	0	0	0
Gm28615	0	0	0	0	0	0	0	0	0	0
Gm12765	0	0	0	0	0	0	0	0	0	0
Scgb2b26	0	0	0	0	0	0	0	0	0	0
Scgb1b26-ps	0	0	0	0	0	0	0	0	0	0
Gm28184	0	0	0	0	0	0	0	0	0	0
Gm12773	0	0	0	0	0	0	0	0	0	0
Gm12755	0	1	1	2	0	1	0	1	1	1
Scgb2b27	0	0	0	0	0	0	0	0	0	0
Scgb1b27	0	0	0	0	0	0	0	0	0	0
Gm12760	0	2	4	6	2	1	4	2	1	3
Gm12779	0	0	0	0	0	0	0	0	0	0
Scgb1b30	0	0	0	0	0	0	0	0	0	0
Wtip	423	3	5	4	5	7	0	0	0	0
Uba2	4148	15	31	20	12	30	5	15	8	13
Gm12778	8	2	8	3	1	2	1	4	0	1
Gm12783	29	0	1	0	0	1	0	0	0	0
Pdcd2l	560	2	5	3	3	5	1	4	1	0
Gpi1	39425	226	295	256	245	413	78	129	77	77
Gm12762	2	0	0	0	0	0	0	0	0	0
Gm12758	39	0	1	0	0	0	0	1	0	0
Garre1	1535	10	12	7	8	13	4	2	0	1
BC060293	20	1	0	0	0	0	0	0	0	0
Gm6096	0	0	0	0	0	0	0	0	0	0
Lsm14a	3783	10	30	19	10	24	8	13	8	5
Gm44567	7	1	2	1	0	0	0	1	0	0
Gm12774	0	0	0	0	0	0	0	0	0	0
Gm12764	7	0	0	0	0	0	0	0	0	0
2310043P16Rik	34	0	0	0	1	2	0	0	1	0
Gm12766	2	0	0	0	0	0	0	0	0	0
Gm12780	0	0	0	0	0	0	0	0	0	0
Gm12784	2	0	0	0	1	0	0	0	0	0
Gm44837	40	0	0	0	1	0	0	0	0	0
Kctd15	922	3	5	3	8	8	1	2	1	3
Gm12781	32	0	0	0	0	0	0	0	0	0
Gm12756	5	0	0	0	0	0	0	0	0	0
Chst8	732	3	5	8	4	5	1	1	4	3
Pepd	1210	1	9	7	5	9	3	1	2	2
Gm25922	0	0	0	0	0	0	0	0	0	0
Cebpg	2772	10	16	6	5	14	1	7	2	0
Gm44836	30	0	1	0	0	0	0	0	1	0
Gm45094	53	1	0	0	0	0	0	0	0	0
Gm45095	0	0	0	0	0	0	0	0	0	0
Gm57192	4	0	0	0	0	0	0	0	0	0
Gm45096	0	0	0	0	0	0	0	0	0	0
Gm56361	0	0	0	0	0	0	0	0	0	0
Gm35611	6	0	0	0	0	0	0	0	0	0
Gm56362	0	0	0	0	0	0	0	0	0	0
Gm45091	14	0	2	0	0	0	0	0	0	0
Cebpa	737	5	7	7	7	5	0	0	2	1
Gm35665	0	0	0	0	0	0	0	0	0	0
Slc7a10	2173	7	23	12	18	35	2	4	4	3
Lrp3	4700	18	31	17	25	48	8	10	6	6
Gm24505	2	0	0	0	0	0	0	0	0	0
Wdr88	0	0	0	0	0	0	0	0	0	0
Gpatch1	1488	9	16	7	7	13	4	5	6	2
Gm44636	26	0	0	0	0	0	0	0	0	0
Rhpn2	675	11	9	7	4	12	2	6	1	2
Faap24	205	2	1	2	0	1	1	0	0	0
Cep89	1240	2	10	8	4	16	4	3	2	0
Gm18254	0	0	1	0	0	0	0	0	0	0
Slc7a9	2	0	0	0	0	0	0	0	0	0
Tdrd12	42	0	0	0	0	0	0	1	0	0
Gm18558	0	0	0	0	0	0	0	0	0	0
Nudt19	3935	3	27	16	19	24	3	9	2	6
B230322F03Rik	47	0	0	0	0	0	0	0	0	0
Rgs9bp	38	0	0	0	0	0	0	0	0	0
Ankrd27	2815	10	16	9	11	29	4	8	3	3
Pdcd5	2024	8	10	9	5	13	1	3	3	3
Dpy19l3	3733	15	21	13	18	22	4	2	5	8
Zfp507	1471	5	5	4	10	14	1	3	3	3
E130304I02Rik	0	0	0	0	0	0	0	0	0	0
Gm28514	10	0	0	0	0	0	0	0	0	0
Gm38991	0	0	0	0	0	0	0	0	0	0
Rpl17-ps9	0	6	25	15	11	17	8	11	11	10
Gm9211	0	2	6	3	3	8	2	5	4	4
Gm56387	0	0	0	0	0	0	1	0	0	0
Gm56388	0	0	1	0	0	0	0	0	0	0
Gm29129	0	0	0	0	0	0	0	0	0	0
Gm38285	5	0	0	0	0	0	0	0	0	0
Tshz3	944	3	1	0	1	5	1	1	1	1
Gm37452	0	0	0	0	1	0	0	0	0	0
Gm38340	66	0	0	1	0	1	0	0	0	0
E230020A03Rik	74	0	1	0	1	0	0	0	0	0
Gm37827	26	0	0	1	0	0	0	0	0	0
Gm56391	2	0	0	0	0	0	0	0	0	0
Gm28078	0	0	0	0	0	0	0	0	0	0
Gm28076	0	0	0	0	0	0	0	0	0	0
Gm28075	0	0	0	0	0	0	0	0	0	0
Gm28077	10	0	0	0	0	0	0	0	0	0
Zfp536	1311	4	9	9	1	10	2	2	0	1
6720469O03Rik	0	0	0	0	0	0	0	0	0	0
Gm44806	0	0	0	0	0	0	0	0	0	0
Gm44882	0	0	0	0	0	0	0	0	0	0
Gm44883	0	0	0	0	0	0	0	0	0	0
4930505M18Rik	0	0	0	0	0	0	0	0	0	0
Gm22302	0	0	0	0	0	0	0	0	0	0
Uri1	2456	11	17	6	11	8	3	3	4	3
Gm30684	5	0	0	0	0	0	0	0	0	0
Gm30771	4	0	0	0	0	0	0	0	0	0
Ccne1	538	2	2	3	1	5	1	2	0	0
Gm22203	0	0	0	0	0	0	0	0	0	0
D530033B14Rik	8	0	0	0	0	0	0	0	0	0
1600014C10Rik	1546	2	9	5	7	14	2	4	2	2
Plekhf1	418	2	2	2	1	3	0	2	0	0
Pop4	1154	2	7	5	3	8	1	0	2	1
Gm44767	3	0	0	0	0	0	0	0	0	0
Gm28581	4	0	0	0	0	0	0	0	0	0
Gm9220	0	0	0	0	0	0	0	0	0	0
Gm4451	0	0	0	0	0	0	0	0	0	0
Gm28453	2	0	0	0	0	0	0	0	0	0
Gm22638	0	0	0	0	0	0	0	0	0	0
Gm6818	0	0	0	0	0	0	0	0	0	0
Gm28583	0	0	0	0	0	0	0	0	0	0
Gm6605	0	0	0	0	0	0	0	0	0	0
Gm6819	0	0	0	0	0	0	0	0	0	0
Gm29087	0	0	0	0	0	0	0	0	0	0
Gm5591	0	0	0	0	0	0	0	0	0	0
Gm4454	0	0	0	0	0	0	0	0	0	0
Gm20749	0	0	0	0	0	0	0	0	0	0
Gm29086	0	0	0	0	0	0	0	0	0	0
Gm56400	0	0	0	0	0	0	0	0	0	0
Gm21115	0	0	0	0	0	0	0	0	0	0
Gm21276	0	0	0	0	0	0	0	0	0	0
Gm21122	0	0	0	0	0	0	0	0	0	0
Gm29085	0	0	0	0	0	0	0	0	0	0
1700010N08Rik	0	0	0	0	0	0	0	0	0	0
Gm24797	0	0	0	0	0	0	0	0	0	0
Gm21129	0	0	0	0	0	0	0	0	0	0
Gm21136	0	0	0	0	0	0	0	0	0	0
Gm21142	0	0	0	0	0	0	0	0	0	0
Gm21152	0	0	0	0	0	0	0	0	0	0
Gm56401	0	0	0	0	0	0	0	0	0	0
Gm28451	0	0	0	0	0	0	0	0	0	0
Gm1982	0	0	0	0	0	0	0	0	0	0
Gm1988	0	0	0	0	0	0	0	0	0	0
Gm6124	0	0	0	0	0	0	0	0	0	0
Gm16387	0	0	0	0	0	0	0	0	0	0
Gm9226	0	0	0	0	0	0	0	0	0	0
Gm56402	0	0	0	0	0	0	0	0	0	0
Gm29258	0	0	0	0	0	0	0	0	0	0
Gm9271	0	0	0	0	0	0	0	0	0	0
Gm5114	2	0	0	0	0	0	0	0	0	0
Gm56403	0	0	0	0	0	0	0	0	0	0
Gm5590	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000121747	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000121502	39	0	0	0	0	0	0	0	0	0
Zfp939	0	0	0	0	0	0	0	0	0	0
Gm28455	43	0	0	0	1	0	0	0	0	0
Zfp619	292	1	3	1	2	2	0	0	0	0
Gm44573	4	0	0	0	0	0	0	0	0	0
Gm33989	1887	7	8	0	1	9	1	1	2	0
Gm17983	0	0	0	0	0	0	0	0	0	0
Gm2058	12	1	2	0	1	0	1	0	0	0
Gm26327	0	0	0	0	0	0	0	0	0	0
Gm2021	0	0	0	0	0	0	0	0	0	0
Gm9230	0	0	0	0	0	0	0	0	0	0
Gm45839	0	0	0	0	0	0	0	0	0	0
4930435C17Rik	0	0	0	0	0	0	0	0	0	0
